Mod:Item:MetaData, Localized Name
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
traverse:red_autumnal_leaves, Red Autumnal Leaves
traverse:red_autumnal_sapling, Red Autumnal Sapling
traverse:brown_autumnal_leaves, Brown Autumnal Leaves
traverse:brown_autumnal_sapling, Brown Autumnal Sapling
traverse:orange_autumnal_leaves, Orange Autumnal Leaves
traverse:orange_autumnal_sapling, Orange Autumnal Sapling
traverse:yellow_autumnal_leaves, Yellow Autumnal Leaves
traverse:yellow_autumnal_sapling, Yellow Autumnal Sapling
traverse:fir_leaves, Fir Leaves
traverse:fir_sapling, Fir Sapling
traverse:fir_log, Fir Wood
traverse:fir_planks, Fir Wood Planks
traverse:fir_stairs, Fir Wood Stairs
traverse:fir_slab:0, Fir Wood Slab
traverse:fir_fence, Fir Fence
traverse:fir_fence_gate, Fir Fence Gate
traverse:fir_door, Fir Door
traverse:red_rock, Red Rock
traverse:red_rock_bricks, Red Rock Bricks
traverse:red_rock_bricks_stairs, Red Rock Brick Stairs
traverse:red_rock_bricks_slab:0, Red Rock Bricks Slab
traverse:red_rock_bricks_chiseled, Chiseled Red Rock Bricks
traverse:red_rock_slab:0, Red Rock Slab
traverse:red_rock_cobblestone, Red Rock Cobblestone
traverse:red_rock_cobblestone_stairs, Red Rock Cobblestone Stairs
traverse:red_rock_cobblestone_slab:0, Red Rock Cobblestone Slab
traverse:red_rock_cobblestone_wall, Red Rock Cobblestone Wall
traverse:blue_rock, Crag Rock
traverse:blue_rock_bricks, Crag Rock Bricks
traverse:blue_rock_bricks_stairs, Crag Rock Brick Stairs
traverse:blue_rock_bricks_slab:0, Crag Rock Bricks Slab
traverse:blue_rock_bricks_chiseled, Chiseled Crag Rock Bricks
traverse:blue_rock_slab:0, Crag Rock Slab
traverse:blue_rock_cobblestone, Crag Rock Cobblestone
traverse:blue_rock_cobblestone_stairs, Crag Rock Cobblestone Stairs
traverse:blue_rock_cobblestone_slab:0, Crag Rock Cobblestone Slab
traverse:blue_rock_cobblestone_wall, Crag Rock Cobblestone Wall
traverse:dead_grass, Dead Grass
traverse:cold_grass, Cold Grass
tropicraft:chunk, Chunk O' Head
tropicraft:ore:0, Azurite Ore
tropicraft:ore:1, Eudialyte Ore
tropicraft:ore:2, Zircon Ore
tropicraft:ore:3, Manganese Ore
tropicraft:ore:4, Shaka Stone
tropicraft:oreblock:0, Azurite Block
tropicraft:oreblock:1, Eudialyte Block
tropicraft:oreblock:2, Zircon Block
tropicraft:flower:0, Commelina Diffusa
tropicraft:flower:1, Crocosmia
tropicraft:flower:2, Orchid
tropicraft:flower:3, Canna
tropicraft:flower:4, Anemone
tropicraft:flower:5, Orange Anthurium
tropicraft:flower:6, Red Anthurium
tropicraft:flower:7, Magic Mushroom
tropicraft:flower:8, Pathos
tropicraft:flower:9, Acai Vine
tropicraft:flower:10, Croton
tropicraft:flower:11, Dracaena
tropicraft:flower:12, Fern
tropicraft:flower:13, Foliage
tropicraft:flower:14, Bromeliad
tropicraft:log:0, Mahogany Log
tropicraft:log:1, Palm Log
tropicraft:coral:0, Pink Coral
tropicraft:coral:1, Tealy Coral
tropicraft:coral:2, Brain Coral
tropicraft:coral:3, Fire Coral
tropicraft:coral:4, Green Coral
tropicraft:coral:5, Spiral Coral
tropicraft:coral:6, Hot Pink Coral
tropicraft:bundle:0, Thatch Bundle
tropicraft:bundle:1, Bamboo Bundle
tropicraft:slab:0, Bamboo Slab
tropicraft:slab:1, Thatch Slab
tropicraft:slab:2, Chunk Slab
tropicraft:slab:3, Palm Slab
tropicraft:slab:4, Mahogany Slab
tropicraft:plank:0, Mahogany Plank
tropicraft:plank:1, Palm Plank
tropicraft:bamboo_shoot, Bamboo Shoot
tropicraft:thatch_stairs, Thatch Stairs
tropicraft:bamboo_stairs, Bamboo Stairs
tropicraft:palm_stairs, Palm Stairs
tropicraft:chunk_stairs, Chunk O' Head Stairs
tropicraft:mahogany_stairs, Mahogany Stairs
tropicraft:thatch_stairs_fuzzy, Thatch Roof
tropicraft:leaves:0, Mahogany Leaves
tropicraft:leaves:1, Palm Leaves
tropicraft:leaves:2, Kapok Leaves
tropicraft:leaves:3, Fruit Leaves
tropicraft:leaves_fruit:0, Grapefruit Leaves
tropicraft:leaves_fruit:1, Lemon Leaves
tropicraft:leaves_fruit:2, Lime Leaves
tropicraft:leaves_fruit:3, Orange Leaves
tropicraft:bamboo_chest, Bamboo Chest
tropicraft:sapling:0, Palm Tree Sapling
tropicraft:sapling:1, Mahogany Sapling
tropicraft:sapling:2, Grapefruit Sapling
tropicraft:sapling:3, Lemon Sapling
tropicraft:sapling:4, Lime Sapling
tropicraft:sapling:5, Orange Sapling
tropicraft:coconut, Coconut
tropicraft:pineapple, Pineapple
tropicraft:iris, Iris
tropicraft:sand:0, Purified Sand
tropicraft:sand:1, Coral Sands
tropicraft:sand:2, Foamy Sands
tropicraft:sand:3, Volcanic Sands
tropicraft:sand:4, Mineral Sands
tropicraft:tiki_torch, Tiki Torch
tropicraft:drink_mixer, Drink Mixer
tropicraft:sifter, Sifter
tropicraft:air_compressor, Air Compressor
tropicraft:bongo:0, Small Bongo Drum
tropicraft:bongo:1, Medium Bongo Drum
tropicraft:bongo:2, Large Bongo Drum
tropicraft:bamboo_fence_gate, Bamboo Fence Gate
tropicraft:thatch_fence_gate, Thatch Fence Gate
tropicraft:chunk_fence_gate, Chunk Fence Gate
tropicraft:palm_fence_gate, Palm Fence Gate
tropicraft:mahogany_fence_gate, Mahogany Fence Gate
tropicraft:bamboo_fence, Bamboo Fence
tropicraft:thatch_fence, Thatch Fence
tropicraft:chunk_fence, Chunk Fence
tropicraft:palm_fence, Palm Fence
tropicraft:mahogany_fence, Mahogany Fence
tropicraft:bamboo_ladder, Bamboo Ladder
tropicraft:packed_purified_sand, Packed Purified Sand
tropicraft:dive_computer:0, Dive Computer
tropicraft:pink_weight_belt, Pink Weight Belt
tropicraft:pink_pony_bottle, Pink Pony Bottle
tropicraft:pink_bcd, Pink BCD
tropicraft:pink_regulator, Pink Regulator
tropicraft:pink_scuba_tank:0, Pink Scuba Tank
tropicraft:pink_scuba_tank:0, Pink Scuba Tank
tropicraft:pink_scuba_tank:0, Pink Scuba Tank
tropicraft:pink_scuba_tank:0, Pink Scuba Tank
tropicraft:pink_flippers, Pink Flippers
tropicraft:pink_chestplate_gear:0, Pink Scuba Harness
tropicraft:pink_scuba_goggles, Pink Scuba Goggles
tropicraft:yellow_weight_belt, Yellow Weight Belt
tropicraft:yellow_pony_bottle, Yellow Pony Bottle
tropicraft:yellow_bcd, Yellow BCD
tropicraft:yellow_regulator, Yellow Regulator
tropicraft:yellow_scuba_tank:0, Yellow Scuba Tank
tropicraft:yellow_scuba_tank:0, Yellow Scuba Tank
tropicraft:yellow_scuba_tank:0, Yellow Scuba Tank
tropicraft:yellow_scuba_tank:0, Yellow Scuba Tank
tropicraft:yellow_flippers, Yellow Flippers
tropicraft:yellow_chestplate_gear:0, Yellow Scuba Harness
tropicraft:yellow_scuba_goggles, Yellow Scuba Goggles
tropicraft:buried_treasure, Buried Treasure
tropicraft:eastern_isles, Eastern Isles
tropicraft:summering, Summering
tropicraft:the_tribe, The Tribe
tropicraft:low_tide, Low Tide
tropicraft:trade_winds, Trade Winds
tropicraft:azurite, Azurite Crystal
tropicraft:eudialyte, Eudialyte Shard
tropicraft:zircon, Zircon Crystal
tropicraft:grapefruit, Grapefruit
tropicraft:lemon, Lemon
tropicraft:lime, Lime
tropicraft:orange, Orange
tropicraft:hoe_eudialyte, Eudialyte Hoe
tropicraft:hoe_zircon, Zircon Hoe
tropicraft:pickaxe_eudialyte, Eudialyte Pickaxe
tropicraft:pickaxe_zircon, Zircon Pickaxe
tropicraft:shovel_eudialyte, Eudialyte Shovel
tropicraft:shovel_zircon, Zircon Shovel
tropicraft:axe_eudialyte, Eudialyte Axe
tropicraft:axe_zircon, Zircon Axe
tropicraft:sword_eudialyte, Eudialyte Sword
tropicraft:sword_zircon, Zircon Spear
tropicraft:fishing_net, Fishing Net
tropicraft:bamboo_stick, Bamboo Stick
tropicraft:bamboo_mug, Bamboo Mug
tropicraft:fresh_marlin, Fresh Marlin
tropicraft:seared_marlin, Seared Marlin
tropicraft:tropics_water_bucket, Tropics Water Bucket
tropicraft:fish_bucket, Fish Bucket
tropicraft:coconut_chunk, Coconut Chunk
tropicraft:pineapple_cubes, Pineapple Cubes
tropicraft:coffee_beans:0, Coffee Beans
tropicraft:coffee_beans:1, Roasted Coffee Beans
tropicraft:coffee_beans:2, Coffee Berry
tropicraft:frog_leg, Frog Leg
tropicraft:cooked_frog_leg, Cooked Frog Leg
tropicraft:poison_frog_skin, Poison Frog Skin
tropicraft:scale, Iguana Scale
tropicraft:scale_boots, Scale Boots
tropicraft:scale_leggings, Scale Leggings
tropicraft:scale_chestplate, Scale Chestplate
tropicraft:scale_helmet, Scale Helmet
tropicraft:fire_boots, Fire Boots
tropicraft:fire_leggings, Fire Leggings
tropicraft:fire_chestplate, Fire Chestplate
tropicraft:fire_helmet, Fire Helmet
tropicraft:chair:0, Black Beach Chair
tropicraft:chair:1, Red Beach Chair
tropicraft:chair:2, Green Beach Chair
tropicraft:chair:3, Brown Beach Chair
tropicraft:chair:4, Blue Beach Chair
tropicraft:chair:5, Purple Beach Chair
tropicraft:chair:6, Cyan Beach Chair
tropicraft:chair:7, Silver Beach Chair
tropicraft:chair:8, Gray Beach Chair
tropicraft:chair:9, Pink Beach Chair
tropicraft:chair:10, Lime Beach Chair
tropicraft:chair:11, Yellow Beach Chair
tropicraft:chair:12, Light Blue Beach Chair
tropicraft:chair:13, Magenta Beach Chair
tropicraft:chair:14, Orange Beach Chair
tropicraft:chair:15, White Beach Chair
tropicraft:umbrella:0, Black Beach Umbrella
tropicraft:umbrella:1, Red Beach Umbrella
tropicraft:umbrella:2, Green Beach Umbrella
tropicraft:umbrella:3, Brown Beach Umbrella
tropicraft:umbrella:4, Blue Beach Umbrella
tropicraft:umbrella:5, Purple Beach Umbrella
tropicraft:umbrella:6, Cyan Beach Umbrella
tropicraft:umbrella:7, Silver Beach Umbrella
tropicraft:umbrella:8, Gray Beach Umbrella
tropicraft:umbrella:9, Pink Beach Umbrella
tropicraft:umbrella:10, Lime Beach Umbrella
tropicraft:umbrella:11, Yellow Beach Umbrella
tropicraft:umbrella:12, Light Blue Beach Umbrella
tropicraft:umbrella:13, Magenta Beach Umbrella
tropicraft:umbrella:14, Orange Beach Umbrella
tropicraft:umbrella:15, White Beach Umbrella
tropicraft:float:0, Black Beach Float
tropicraft:float:1, Red Beach Float
tropicraft:float:2, Green Beach Float
tropicraft:float:3, Brown Beach Float
tropicraft:float:4, Blue Beach Float
tropicraft:float:5, Purple Beach Float
tropicraft:float:6, Cyan Beach Float
tropicraft:float:7, Silver Beach Float
tropicraft:float:8, Gray Beach Float
tropicraft:float:9, Pink Beach Float
tropicraft:float:10, Lime Beach Float
tropicraft:float:11, Yellow Beach Float
tropicraft:float:12, Light Blue Beach Float
tropicraft:float:13, Magenta Beach Float
tropicraft:float:14, Orange Beach Float
tropicraft:float:15, White Beach Float
tropicraft:portal_enchanter, Tropics Portal Enchanter Wand
tropicraft:shell:0, Solonox Shell
tropicraft:shell:1, Frox Conch
tropicraft:shell:2, Pab Shell
tropicraft:shell:3, Rube Nautilus
tropicraft:shell:4, Starfish Shell
tropicraft:shell:5, Turtle Shell
tropicraft:white_pearl, Solo Pearl
tropicraft:black_pearl, Pearl of Razzle
tropicraft:fertilizer, Fertilizer
tropicraft:encyclopedia_tropica, Encyclopedia Tropica
tropicraft:dagger, Dagger
tropicraft:bamboo_spear, Bamboo Spear
tropicraft:coconut_bomb, Coconut Bomb
tropicraft:flower_pot, Flower Pot
tropicraft:bamboo_door, Bamboo Door
tropicraft:bamboo_item_frame, Bamboo Item Frame
tropicraft:water_wand, Water Wand
tropicraft:sea_urchin_roe, Sea Urchin Roe
tropicraft:spawn_egg:0, Spawn Iguana
tropicraft:spawn_egg:1, Spawn Starfish
tropicraft:spawn_egg:2, Spawn Green Frog
tropicraft:spawn_egg:3, Spawn Poisonous Red Frog
tropicraft:spawn_egg:4, Spawn Poisonous Yellow Frog
tropicraft:spawn_egg:5, Spawn Poisonous Blue Frog
tropicraft:spawn_egg:6, Eye of Head
tropicraft:spawn_egg:7, Spawn Marlin
tropicraft:spawn_egg:8, Spawn School of Tropical Fish
tropicraft:spawn_egg:9, Ashen Ash
tropicraft:spawn_egg:10, Spawn Sea Turtle Egg
tropicraft:spawn_egg:11, Spawn Man O' War
tropicraft:spawn_egg:12, Monkey Paw
tropicraft:spawn_egg:13, Koa Headband
tropicraft:spawn_egg:14, TropiCreeper Hat
tropicraft:spawn_egg:15, TropiSkelly Skirt
tropicraft:spawn_egg:16, Spawn Spotted Eagle Ray
tropicraft:spawn_egg:17, Spawn Failgull
tropicraft:spawn_egg:18, Spawn Sea Urchin
tropicraft:spawn_egg:19, Spawn School of Piranha
tropicraft:spawn_egg:20, Spawn School of River Sardine
tropicraft:spawn_egg:21, Spawn Dolphin
tropicraft:spawn_egg:22, Spawn Seahorse
tropicraft:spawn_egg:23, Spawn Hammerhead
tropicraft:spawn_egg:24, Spawn Tropical Spider
tropicraft:iguana_leather, Iguana Leather
tropicraft:trimix, Trimix Gas Mixture
tropicraft:mask_square_zord, Square Zord
tropicraft:mask_horn_monkey, Horn Monkey
tropicraft:mask_oblongatron, Oblongatron
tropicraft:mask_headinator, Headinator
tropicraft:mask_square_horn, Square Horn
tropicraft:mask_screw_attack, Screw Attack
tropicraft:mask_the_brain, The Brain
tropicraft:mask_bat_boy, Bat Boy
tropicraft:mask_ashen_mask1, Ashen Mask
tropicraft:mask_ashen_mask2, Ashen Mask
tropicraft:mask_ashen_mask3, Ashen Mask
tropicraft:mask_ashen_mask4, Ashen Mask
tropicraft:mask_ashen_mask5, Ashen Mask
tropicraft:fishing_rod, Bamboo Fishing Rod
tropicraft:seaweed, Seaweed
tropicraft:nori_raw, Raw Nori
tropicraft:nori_toasted, Toasted Nori
tropicraft:ray_raw, Raw Spotted Eagle Ray
tropicraft:ray_cooked, Cooked Spotted Eagle Ray
tropicraft:raw_fish:0, Raw Clownfish
tropicraft:raw_fish:1, Raw Queen Angelfish
tropicraft:raw_fish:2, Raw Yellow Tang
tropicraft:raw_fish:3, Raw Butterflyfish
tropicraft:raw_fish:4, Raw Geophagus Surinamensis
tropicraft:raw_fish:5, Raw Betta Fish
tropicraft:raw_fish:6, Raw Regal Tang
tropicraft:raw_fish:7, Raw Royal Gamma
tropicraft:cooked_fish:0, Cooked Clownfish
tropicraft:cooked_fish:1, Cooked Queen Angelfish
tropicraft:cooked_fish:2, Cooked Yellow Tang
tropicraft:cooked_fish:3, Cooked Butterflyfish
tropicraft:cooked_fish:4, Cooked Geophagus Surinamensis
tropicraft:cooked_fish:5, Cooked Betta Fish
tropicraft:cooked_fish:6, Cooked Regal Tang
tropicraft:cooked_fish:7, Cooked Royal Gamma
tropicraft:raw_river_fish:0, Raw Sardine
tropicraft:raw_river_fish:1, Raw Piranha
tropicraft:cooked_river_fish:0, Cooked Sardine
tropicraft:cooked_river_fish:1, Cooked Piranha
tropicraft:nigel_stache, Nigel Moustache
vc:item_guidebook_main, The 'Vies' Craft, vol.1
vc:item_dismounter_normal, Dismounter
vc:item_dismounter_player, Dismounter Player
vc:item_viesoline_pellets, Viesoline Pellets
vc:item_logic_chip, Logic Chip
vc:item_airship_ignition, Airship Core
vc:item_airship_frame, Airship Frame
vc:item_airship_engine, Airship Engine
vc:item_airship_balloon, Airship Balloon
vc:upgrades/item_upgrade_airship_core:0, §fCore Shard
vc:upgrades/item_upgrade_airship_core:1, §fCore Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_core:2, §eCore Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_core:3, §bCore Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_core:4, §dCore Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_core:5, §cCore Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_frame:0, §fFrame Casing
vc:upgrades/item_upgrade_airship_frame:1, §fFrame Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_frame:2, §eFrame Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_frame:3, §bFrame Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_frame:4, §dFrame Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_frame:5, §cFrame Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_engine:0, §fEngine Fragment
vc:upgrades/item_upgrade_airship_engine:1, §fEngine Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_engine:2, §eEngine Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_engine:3, §bEngine Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_engine:4, §dEngine Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_engine:5, §cEngine Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_balloon:0, §fBalloon Remnant
vc:upgrades/item_upgrade_airship_balloon:1, §fBalloon Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_balloon:2, §eBalloon Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_balloon:3, §bBalloon Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_balloon:4, §dBalloon Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_balloon:5, §cBalloon Upgrade §7(§cTier 5§7)
vc:item_bomb:0, §fBomb Casing
vc:item_bomb:1, §eSmall Bomb
vc:item_bomb:2, §eBig Bomb
vc:item_bomb:3, §eScatter Bomb
vc:modules/item_module_type:0, §fModule Chip
vc:modules/item_module_type:1, §eLesser Altitude §7(§4Module§7)
vc:modules/item_module_type:2, §bAltitude §7(§4Module§7)
vc:modules/item_module_type:3, §dGreater Altitude §7(§4Module§7)
vc:modules/item_module_type:4, §eLesser Speed §7(§4Module§7)
vc:modules/item_module_type:5, §bSpeed §7(§4Module§7)
vc:modules/item_module_type:6, §dGreater Speed §7(§4Module§7)
vc:modules/item_module_type:7, §eLesser Storage §7(§4Module§7)
vc:modules/item_module_type:8, §bStorage §7(§4Module§7)
vc:modules/item_module_type:9, §dGreater Storage §7(§4Module§7)
vc:modules/item_module_type:10, §eLesser Fuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:11, §bFuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:12, §dGreater Fuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:13, §eLesser Music §7(§4Module§7)
vc:modules/item_module_type:14, §bMusic §7(§4Module§7)
vc:modules/item_module_type:15, §dGreater Music §7(§4Module§7)
vc:modules/item_module_type:16, §eLesser Cruise Control §7(§4Module§7)
vc:modules/item_module_type:17, §bCruise Control §7(§4Module§7)
vc:modules/item_module_type:18, §dGreater Cruise Control §7(§4Module§7)
vc:modules/item_module_type:19, §eLesser Water Landing §7(§4Module§7)
vc:modules/item_module_type:20, §bWater Landing §7(§4Module§7)
vc:modules/item_module_type:21, §dGreater Water Landing §7(§4Module§7)
vc:modules/item_module_type:22, §eLesser Infinite Fuel §7(§4Module§7)
vc:modules/item_module_type:23, §bInfinite Fuel §7(§4Module§7)
vc:modules/item_module_type:24, §dGreater Infinite Fuel §7(§4Module§7)
vc:modules/item_module_type:25, §eLesser Bombing §7(§4Module§7)
vc:modules/item_module_type:26, §bBombing §7(§4Module§7)
vc:modules/item_module_type:27, §dGreater Bombing §7(§4Module§7)
vc:modules/item_module_creative, item.vc:modules/item_module_creative.name
vc:airships/item_airship:0, §7Airship§a - '§7Airship§a'
vc:airships/item_airship:1, §fAirship§a - '§fAirship§a'
vc:airships/item_airship:2, §eAirship§a - '§eAirship§a'
vc:airships/item_airship:3, §bAirship§a - '§bAirship§a'
vc:airships/item_airship:4, §dAirship§a - '§dAirship§a'
vc:airships/item_airship:5, §cAirship§a - '§cAirship§a'
vc:airships/item_airship_creative:0, §6Airship§a - §6Creative §4§l (§9C§ar§be§ca§dt§ei§fv§3e§4§l) 
vc:achievements/achievement_airship:0, Icon - create_engine
vc:achievements/achievement_airship:1, Icon - create_ignition
vc:achievements/achievement_airship:2, Icon - create
vc:achievements/achievement_airship:3, Icon - create_color
vc:achievements/achievement_airship:4, Icon - create_module
vc:achievements/achievement_airship:5, Icon - airborn
vc:achievements/achievement_airship:6, Icon - water
vc:achievements/achievement_airship:7, Icon - lava
vc:achievements/achievement_airship_portal, item.vc:achievements/achievement_airship_portal.name
vc:symbols/item_display_symbol:0, None
vc:symbols/item_display_symbol:1, Category - Block/Item
vc:symbols/item_display_symbol:2, Category - Head
vc:symbols/item_display_symbol:3, Category - Supporter Head
vc:symbols/item_display_symbol:4, Category - Holiday
vc:symbols/item_display_symbol:5, Unused Category
vc:symbols/item_display_symbol:6, Unused Category
vc:symbols/item_display_symbol:7, Unused Category
vc:symbols/item_display_symbol:8, Unused Category
vc:symbols/item_display_symbol:9, Unused Category
vc:symbols/item_display_symbol:10, ViesCraft Logo
vc:symbols/item_display_symbol:11, Forge Logo
vc:symbols/item_display_symbol:12, Minecraft Logo
vc:symbols/item_display_symbol:13, Coin Stack
vc:symbols/item_display_symbol:14, Scroll
vc:symbols/item_display_symbol:15, Wrench
vc:symbols/item_display_symbol:16, Key
vc:symbols/item_display_symbol:17, Padlock
vc:symbols/item_display_symbol:18, Bell
vc:symbols/item_display_symbol:19, Anchor
vc:symbols/item_display_symbol:20, Barrel
vc:symbols/item_display_symbol:21, Gears
vc:airship_workbench, Airship Workbench
weirdinggadget:weirding_gadget, Weirding Gadget
aether_legacy:aether_grass, Aether Grass
aether_legacy:enchanted_aether_grass, Enchanted Aether Grass
aether_legacy:aether_dirt, Aether Dirt
aether_legacy:holystone, Holystone
aether_legacy:mossy_holystone, Mossy Holystone
aether_legacy:holystone_brick, Holystone Brick
aether_legacy:aercloud:0, Cold Aercloud
aether_legacy:aercloud:1, Blue Aercloud
aether_legacy:aercloud:2, Golden Aercloud
aether_legacy:quicksoil, Quicksoil
aether_legacy:icestone, Icestone
aether_legacy:ambrosium_ore, Ambrosium Ore
aether_legacy:zanite_ore, Zanite Ore
aether_legacy:gravitite_ore, Gravitite Ore
aether_legacy:aether_leaves:0, Skyroot Leaves
aether_legacy:aether_leaves:1, Golden Oak Leaves
aether_legacy:aether_log:0, Skyroot Log
aether_legacy:aether_log:1, Golden Oak Log
aether_legacy:skyroot_plank, Skyroot Plank
aether_legacy:quicksoil_glass, Quicksoil Glass
aether_legacy:aerogel, Aerogel
aether_legacy:enchanted_gravitite, Enchanted Gravitite
aether_legacy:zanite_block, Zanite Block
aether_legacy:berry_bush, Berry Bush
aether_legacy:berry_bush_stem, Berry Bush Stem
aether_legacy:enchanter, Altar
aether_legacy:freezer, Freezer
aether_legacy:incubator, Incubator
aether_legacy:dungeon_block:0, Carved Stone
aether_legacy:dungeon_block:1, Sentry Stone
aether_legacy:dungeon_block:2, Angelic Stone
aether_legacy:dungeon_block:3, Light Angelic Stone
aether_legacy:dungeon_block:4, Hellfire Stone
aether_legacy:dungeon_block:5, Light Hellfire Stone
aether_legacy:locked_dungeon_block:0, Carved Stone
aether_legacy:locked_dungeon_block:1, Sentry Stone
aether_legacy:locked_dungeon_block:2, Angelic Stone
aether_legacy:locked_dungeon_block:3, Light Angelic Stone
aether_legacy:locked_dungeon_block:4, Hellfire Stone
aether_legacy:locked_dungeon_block:5, Light Hellfire Stone
aether_legacy:dungeon_trap:0, Carved Stone
aether_legacy:dungeon_trap:1, Sentry Stone
aether_legacy:dungeon_trap:2, Angelic Stone
aether_legacy:dungeon_trap:3, Light Angelic Stone
aether_legacy:dungeon_trap:4, Hellfire Stone
aether_legacy:dungeon_trap:5, Light Hellfire Stone
aether_legacy:aether_portal, Aether Portal
aether_legacy:ambrosium_torch, Ambrosium Torch
aether_legacy:chest_mimic, Chest Mimic
aether_legacy:treasure_chest, Treasure Chest
aether_legacy:purple_flower, Purple Flower
aether_legacy:white_flower, White Flower
aether_legacy:skyroot_sapling, Skyroot Sapling
aether_legacy:golden_oak_sapling, Golden Oak Sapling
aether_legacy:crystal_leaves:0, Crystal Leaves
aether_legacy:crystal_leaves:1, Crystal Fruit Leaves
aether_legacy:holiday_leaves:0, Holiday Leaves
aether_legacy:holiday_leaves:1, Decorated Holiday Leaves
aether_legacy:present, Present
aether_legacy:pillar, Pillar
aether_legacy:pillar_top, Pillar Top
aether_legacy:skyroot_fence, Skyroot Fence
aether_legacy:skyroot_fence_gate, Skyroot Fence Gate
aether_legacy:carved_wall, Carved Wall
aether_legacy:angelic_wall, Angelic Wall
aether_legacy:hellfire_wall, Hellfire Wall
aether_legacy:holystone_wall, Holystone Wall
aether_legacy:holystone_brick_wall, Holystone Brick Wall
aether_legacy:mossy_holystone_wall, Mossy Holystone Wall
aether_legacy:aerogel_wall, Aerogel Wall
aether_legacy:carved_stairs, Carved Stairs
aether_legacy:angelic_stairs, Angelic Stairs
aether_legacy:hellfire_stairs, Hellfire Stairs
aether_legacy:skyroot_stairs, Skyroot Stairs
aether_legacy:mossy_holystone_stairs, Mossy Holystone Stairs
aether_legacy:holystone_stairs, Holystone Stairs
aether_legacy:holystone_brick_stairs, Holystone Brick Stairs
aether_legacy:aerogel_stairs, Aerogel Stairs
aether_legacy:skyroot_double_slab, Skyroot Double Slab
aether_legacy:carved_double_slab, Carved Double Slab
aether_legacy:angelic_double_slab, Angelic Double Slab
aether_legacy:hellfire_double_slab, Hellfire Double Slab
aether_legacy:holystone_double_slab, Holystone Double Slab
aether_legacy:mossy_holystone_double_slab, Mossy Holystone Double Slab
aether_legacy:holystone_brick_double_slab, Holystone Brick Double Slab
aether_legacy:aerogel_double_slab, Aerogel Double Slab
aether_legacy:skyroot_slab:0, Skyroot Slab
aether_legacy:carved_slab:0, Carved Slab
aether_legacy:angelic_slab:0, Angelic Slab
aether_legacy:hellfire_slab:0, Hellfire Slab
aether_legacy:holystone_slab:0, Holystone Slab
aether_legacy:mossy_holystone_slab:0, Mossy Holystone Slab
aether_legacy:holystone_brick_slab:0, Holystone Brick Slab
aether_legacy:aerogel_slab:0, Aerogel Slab
aether_legacy:sun_altar, Sun Altar
aether_legacy:skyroot_bookshelf, Skyroot Bookshelf
aether_legacy:zanite_gemstone, Zanite Gemstone
aether_legacy:ambrosium_shard, Ambrosium Shard
aether_legacy:golden_amber, Golden Amber
aether_legacy:aechor_petal, Aechor Petal
aether_legacy:swetty_ball, Swet Ball
aether_legacy:skyroot_pickaxe, Skyroot Pickaxe
aether_legacy:skyroot_axe, Skyroot Axe
aether_legacy:skyroot_shovel, Skyroot Shovel
aether_legacy:holystone_pickaxe, Holystone Pickaxe
aether_legacy:holystone_axe, Holystone Axe
aether_legacy:holystone_shovel, Holystone Shovel
aether_legacy:zanite_pickaxe, Zanite Pickaxe
aether_legacy:zanite_axe, Zanite Axe
aether_legacy:zanite_shovel, Zanite Shovel
aether_legacy:gravitite_pickaxe, Gravitite Pickaxe
aether_legacy:gravitite_axe, Gravitite Axe
aether_legacy:gravitite_shovel, Gravitite Shovel
aether_legacy:valkyrie_pickaxe, Valkyrie Pickaxe
aether_legacy:valkyrie_axe, Valkyrie Axe
