+-------------------------------------------------+----------+-------------------------------------------+-------------------------------------------------------------+-----+
| Registry name                                   | Meta/dmg | Display name                              | Ore Dict Keys                                               | NBT |
| chisel:redstone                                 |       15 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |        0 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |        1 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |        2 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |        3 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |        4 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |        5 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |        6 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |        7 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |        8 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |        9 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |       10 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:redstone1                                |       11 | Block of Redstone                         | blockRedstone                                               |     |
| chisel:sandstone-scribbles                      |        0 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |        1 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |        2 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |        3 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |        4 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |        5 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |        6 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |        7 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |        8 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |        9 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |       10 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |       11 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |       12 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |       13 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |       14 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstone-scribbles                      |       15 | Sandstone Scribbles                       | sandstone                                                   |     |
| chisel:sandstonered                             |        0 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |        1 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |        2 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |        3 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |        4 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |        5 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |        6 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |        7 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |        8 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |        9 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |       10 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |       11 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |       12 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |       13 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |       14 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered                             |       15 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered1                            |        0 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered1                            |        1 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered1                            |        2 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered1                            |        3 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered1                            |        4 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered1                            |        5 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered1                            |        6 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered1                            |        7 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered1                            |        8 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered1                            |        9 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered2                            |        0 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered2                            |        1 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered2                            |        2 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered2                            |        3 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered2                            |        4 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered2                            |        5 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstonered2                            |        6 | Red Sandstone                             | sandstone                                                   |     |
| chisel:sandstoneyellow                          |        0 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |        1 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |        2 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |        3 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |        4 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |        5 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |        6 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |        7 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |        8 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |        9 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |       10 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |       11 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |       12 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |       13 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |       14 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow                          |       15 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow1                         |        0 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow1                         |        1 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow1                         |        2 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow1                         |        3 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow1                         |        4 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow1                         |        5 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow1                         |        6 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow1                         |        7 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow1                         |        8 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow1                         |        9 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow2                         |        0 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow2                         |        1 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow2                         |        2 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow2                         |        3 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow2                         |        4 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow2                         |        5 | Sandstone                                 | sandstone                                                   |     |
| chisel:sandstoneyellow2                         |        6 | Sandstone                                 | sandstone                                                   |     |
| chisel:stonebrick                               |        0 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |        1 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |        2 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |        3 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |        4 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |        5 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |        6 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |        7 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |        8 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |        9 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |       10 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |       11 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |       12 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |       13 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |       14 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick                               |       15 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick1                              |        0 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick1                              |        1 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick1                              |        2 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick1                              |        3 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick1                              |        4 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick1                              |        5 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick1                              |        6 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick1                              |        7 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick1                              |        8 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick1                              |        9 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick2                              |        0 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick2                              |        1 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick2                              |        2 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick2                              |        3 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick2                              |        4 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick2                              |        5 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick2                              |        6 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:stonebrick2                              |        7 | Chiseled Stone                            | brickStone,bricksStone,stone                                |     |
| chisel:wool_black                               |        0 | Black Wool                                | blockWool                                                   |     |
| chisel:wool_black                               |        1 | Black Wool                                | blockWool                                                   |     |
| chisel:wool_blue                                |        0 | Blue Wool                                 | blockWool                                                   |     |
| chisel:wool_blue                                |        1 | Blue Wool                                 | blockWool                                                   |     |
| chisel:wool_brown                               |        0 | Brown Wool                                | blockWool                                                   |     |
| chisel:wool_brown                               |        1 | Brown Wool                                | blockWool                                                   |     |
| chisel:wool_cyan                                |        0 | Cyan Wool                                 | blockWool                                                   |     |
| chisel:wool_cyan                                |        1 | Cyan Wool                                 | blockWool                                                   |     |
| chisel:wool_gray                                |        0 | Gray Wool                                 | blockWool                                                   |     |
| chisel:wool_gray                                |        1 | Gray Wool                                 | blockWool                                                   |     |
| chisel:wool_green                               |        0 | Green Wool                                | blockWool                                                   |     |
| chisel:wool_green                               |        1 | Green Wool                                | blockWool                                                   |     |
| chisel:wool_lightblue                           |        0 | Light Blue Wool                           | blockWool                                                   |     |
| chisel:wool_lightblue                           |        1 | Light Blue Wool                           | blockWool                                                   |     |
| chisel:wool_lightgray                           |        0 | Light Gray Wool                           | blockWool                                                   |     |
| chisel:wool_lightgray                           |        1 | Light Gray Wool                           | blockWool                                                   |     |
| chisel:wool_lime                                |        0 | Lime Wool                                 | blockWool                                                   |     |
| chisel:wool_lime                                |        1 | Lime Wool                                 | blockWool                                                   |     |
| chisel:wool_magenta                             |        0 | Magenta Wool                              | blockWool                                                   |     |
| chisel:wool_magenta                             |        1 | Magenta Wool                              | blockWool                                                   |     |
| chisel:wool_orange                              |        0 | Orange Wool                               | blockWool                                                   |     |
| chisel:wool_orange                              |        1 | Orange Wool                               | blockWool                                                   |     |
| chisel:wool_pink                                |        0 | Pink Wool                                 | blockWool                                                   |     |
| chisel:wool_pink                                |        1 | Pink Wool                                 | blockWool                                                   |     |
| chisel:wool_purple                              |        0 | Purple Wool                               | blockWool                                                   |     |
| chisel:wool_purple                              |        1 | Purple Wool                               | blockWool                                                   |     |
| chisel:wool_red                                 |        0 | Red Wool                                  | blockWool                                                   |     |
| chisel:wool_red                                 |        1 | Red Wool                                  | blockWool                                                   |     |
| chisel:wool_white                               |        0 | Wool                                      | blockWool                                                   |     |
| chisel:wool_white                               |        1 | Wool                                      | blockWool                                                   |     |
| chisel:wool_yellow                              |        0 | Yellow Wool                               | blockWool                                                   |     |
| chisel:wool_yellow                              |        1 | Yellow Wool                               | blockWool                                                   |     |
| darkutils:pearl_block                           |    32767 | (WILDCARD)                                | blockPearl                                                  |     |
| darkutils:shulker_pearl                         |        0 | Shulker Pearl                             | gemPearl                                                    |     |
| darkutils:slime_dyed                            |        0 | White Slime Block                         | blockSlime                                                  |     |
| darkutils:slime_dyed                            |        1 | Orange Slime Block                        | blockSlime                                                  |     |
| darkutils:slime_dyed                            |        2 | Magenta Slime Block                       | blockSlime                                                  |     |
| darkutils:slime_dyed                            |        3 | Light Blue Slime Block                    | blockSlime                                                  |     |
| darkutils:slime_dyed                            |        4 | Yellow Slime Block                        | blockSlime                                                  |     |
| darkutils:slime_dyed                            |        5 | Lime Slime Block                          | blockSlime                                                  |     |
| darkutils:slime_dyed                            |        6 | Pink Slime Block                          | blockSlime                                                  |     |
| darkutils:slime_dyed                            |        7 | Gray Slime Block                          | blockSlime                                                  |     |
| darkutils:slime_dyed                            |        8 | Light Gray Slime Block                    | blockSlime                                                  |     |
| darkutils:slime_dyed                            |        9 | Cyan Slime Block                          | blockSlime                                                  |     |
| darkutils:slime_dyed                            |       10 | Purple Slime Block                        | blockSlime                                                  |     |
| darkutils:slime_dyed                            |       11 | Blue Slime Block                          | blockSlime                                                  |     |
| darkutils:slime_dyed                            |       12 | Brown Slime Block                         | blockSlime                                                  |     |
| darkutils:slime_dyed                            |       13 | Green Slime Block                         | blockSlime                                                  |     |
| darkutils:slime_dyed                            |       14 | Red Slime Block                           | blockSlime                                                  |     |
| darkutils:slime_dyed                            |       15 | Black Slime Block                         | blockSlime                                                  |     |
| darkutils:wither_block                          |    32767 | (WILDCARD)                                | blockWither                                                 |     |
| embers:adhesive                                 |        0 | Adhesive                                  | slimeball                                                   |     |
| embers:block_aluminum                           |        0 | Aluminium Block                           | blockAluminum                                               |     |
| embers:block_bronze                             |        0 | Bronze Block                              | blockBronze                                                 |     |
| embers:block_copper                             |        0 | Copper Block                              | blockCopper                                                 |     |
| embers:block_dawnstone                          |        0 | Dawnstone Block                           | blockDawnstone                                              |     |
| embers:block_electrum                           |        0 | Electrum Block                            | blockElectrum                                               |     |
| embers:block_lead                               |        0 | Lead Block                                | blockLead                                                   |     |
| embers:block_nickel                             |        0 | Nickel Block                              | blockNickel                                                 |     |
| embers:block_silver                             |        0 | Silver Block                              | blockSilver                                                 |     |
| embers:block_tin                                |        0 | Tin Block                                 | blockTin                                                    |     |
| embers:dust_ash                                 |        0 | Ash Pile                                  | dustAsh,dustAshes                                           |     |
| embers:ingot_aluminum                           |        0 | Aluminium Ingot                           | ingotAluminum                                               |     |
| embers:ingot_bronze                             |        0 | Bronze Ingot                              | ingotBronze                                                 |     |
| embers:ingot_copper                             |        0 | Copper Ingot                              | ingotCopper                                                 |     |
| embers:ingot_dawnstone                          |        0 | Dawnstone Ingot                           | ingotDawnstone                                              |     |
| embers:ingot_electrum                           |        0 | Electrum Ingot                            | ingotElectrum                                               |     |
| embers:ingot_lead                               |        0 | Lead Ingot                                | ingotLead                                                   |     |
| embers:ingot_nickel                             |        0 | Nickel Ingot                              | ingotNickel                                                 |     |
| embers:ingot_silver                             |        0 | Silver Ingot                              | ingotSilver                                                 |     |
| embers:ingot_tin                                |        0 | Tin Ingot                                 | ingotTin                                                    |     |
| embers:nugget_aluminum                          |        0 | Aluminium Nugget                          | nuggetAluminum                                              |     |
| embers:nugget_bronze                            |        0 | Bronze Nugget                             | nuggetBronze                                                |     |
| embers:nugget_copper                            |        0 | Copper Nugget                             | nuggetCopper                                                |     |
| embers:nugget_dawnstone                         |        0 | Dawnstone Nugget                          | nuggetDawnstone                                             |     |
| embers:nugget_electrum                          |        0 | Electrum Nugget                           | nuggetElectrum                                              |     |
| embers:nugget_lead                              |        0 | Lead Nugget                               | nuggetLead                                                  |     |
| embers:nugget_nickel                            |        0 | Nickel Nugget                             | nuggetNickel                                                |     |
| embers:nugget_silver                            |        0 | Silver Nugget                             | nuggetSilver                                                |     |
| embers:nugget_tin                               |        0 | Tin Nugget                                | nuggetTin                                                   |     |
| embers:ore_aluminum                             |        0 | Aluminium Ore                             | oreAluminum                                                 |     |
| embers:ore_copper                               |        0 | Copper Ore                                | oreCopper                                                   |     |
| embers:ore_lead                                 |        0 | Lead Ore                                  | oreLead                                                     |     |
| embers:ore_nickel                               |        0 | Nickel Ore                                | oreNickel                                                   |     |
| embers:ore_quartz                               |        0 | Quartz Ore                                | oreQuartz                                                   |     |
| embers:ore_silver                               |        0 | Silver Ore                                | oreSilver                                                   |     |
| embers:ore_tin                                  |        0 | Tin Ore                                   | oreTin                                                      |     |
| embers:plate_aluminum                           |        0 | Aluminium Plate                           | plateAluminum                                               |     |
| embers:plate_bronze                             |        0 | Bronze Plate                              | plateBronze                                                 |     |
| embers:plate_copper                             |        0 | Copper Plate                              | plateCopper                                                 |     |
| embers:plate_dawnstone                          |        0 | Dawnstone Plate                           | plateDawnstone                                              |     |
| embers:plate_electrum                           |        0 | Electrum Plate                            | plateElectrum                                               |     |
| embers:plate_gold                               |        0 | Gold Plate                                | plateGold                                                   |     |
| embers:plate_iron                               |        0 | Iron Plate                                | plateIron                                                   |     |
| embers:plate_lead                               |        0 | Lead Plate                                | plateLead                                                   |     |
| embers:plate_nickel                             |        0 | Nickel Plate                              | plateNickel                                                 |     |
| embers:plate_silver                             |        0 | Silver Plate                              | plateSilver                                                 |     |
| embers:plate_tin                                |        0 | Tin Plate                                 | plateTin                                                    |     |
| enderio:block_alloy                             |        0 | Electrical Steel Block                    | blockElectricalSteel                                        |     |
| enderio:block_alloy                             |        1 | Energetic Alloy Block                     | blockEnergeticAlloy                                         |     |
| enderio:block_alloy                             |        2 | Vibrant Alloy Block                       | blockVibrantAlloy                                           |     |
| enderio:block_alloy                             |        3 | Redstone Alloy Block                      | blockRedstoneAlloy                                          |     |
| enderio:block_alloy                             |        4 | Conductive Iron Block                     | blockConductiveIron                                         |     |
| enderio:block_alloy                             |        5 | Pulsating Iron Block                      | blockPulsatingIron                                          |     |
| enderio:block_alloy                             |        6 | Dark Steel Block                          | blockDarkSteel                                              |     |
| enderio:block_alloy                             |        7 | Soularium Block                           | blockSoularium                                              |     |
| enderio:block_alloy                             |        8 | End Steel Block                           | blockEndSteel                                               |     |
| enderio:block_dark_fused_glass                  |    32767 | (WILDCARD)                                | darkFusedGlass                                              |     |
| enderio:block_dark_fused_quartz                 |    32767 | (WILDCARD)                                | darkFusedQuartz                                             |     |
| enderio:block_enderman_skull                    |        0 | Enderman Head                             | itemSkull                                                   |     |
| enderio:block_enlightened_fused_glass           |    32767 | (WILDCARD)                                | enlightenedFusedGlass                                       |     |
| enderio:block_enlightened_fused_quartz          |    32767 | (WILDCARD)                                | enlightenedFusedQuartz                                      |     |
| enderio:block_fused_glass                       |        0 | Quite Clear Glass                         | blockGlass,blockGlassColorless,blockGlassWhite,fusedGlass   |     |
| enderio:block_fused_glass                       |        1 | Quite Clear Glass                         | blockGlass,blockGlassOrange,fusedGlass                      |     |
| enderio:block_fused_glass                       |        2 | Quite Clear Glass                         | blockGlass,blockGlassMagenta,fusedGlass                     |     |
| enderio:block_fused_glass                       |        3 | Quite Clear Glass                         | blockGlass,blockGlassLightBlue,fusedGlass                   |     |
| enderio:block_fused_glass                       |        4 | Quite Clear Glass                         | blockGlass,blockGlassYellow,fusedGlass                      |     |
| enderio:block_fused_glass                       |        5 | Quite Clear Glass                         | blockGlass,blockGlassLime,fusedGlass                        |     |
| enderio:block_fused_glass                       |        6 | Quite Clear Glass                         | blockGlass,blockGlassPink,fusedGlass                        |     |
| enderio:block_fused_glass                       |        7 | Quite Clear Glass                         | blockGlass,blockGlassGray,fusedGlass                        |     |
| enderio:block_fused_glass                       |        8 | Quite Clear Glass                         | blockGlass,blockGlassLightGray,fusedGlass                   |     |
| enderio:block_fused_glass                       |        9 | Quite Clear Glass                         | blockGlass,blockGlassCyan,fusedGlass                        |     |
| enderio:block_fused_glass                       |       10 | Quite Clear Glass                         | blockGlass,blockGlassPurple,fusedGlass                      |     |
| enderio:block_fused_glass                       |       11 | Quite Clear Glass                         | blockGlass,blockGlassBlue,fusedGlass                        |     |
| enderio:block_fused_glass                       |       12 | Quite Clear Glass                         | blockGlass,blockGlassBrown,fusedGlass                       |     |
| enderio:block_fused_glass                       |       13 | Quite Clear Glass                         | blockGlass,blockGlassGreen,fusedGlass                       |     |
| enderio:block_fused_glass                       |       14 | Quite Clear Glass                         | blockGlass,blockGlassRed,fusedGlass                         |     |
| enderio:block_fused_glass                       |       15 | Quite Clear Glass                         | blockGlass,blockGlassBlack,fusedGlass                       |     |
| enderio:block_fused_glass                       |    32767 | (WILDCARD)                                | blockGlass,fusedGlass                                       |     |
